id,category,super_category_red,in_degree,out_degree,keyword
50381,Theory,Theory,1,3,word_78
1129015,Genetic_Algorithms,Systems,0,3,word_119
126909,Probabilistic_Methods,Theory,1,1,word_9
143676,Neural_Networks,AI,1,3,word_461
395553,Neural_Networks,AI,2,4,word_2
19045,Genetic_Algorithms,Systems,4,2,word_84
631052,Neural_Networks,AI,0,5,word_89
126912,Probabilistic_Methods,Theory,2,2,word_17
116790,Probabilistic_Methods,Theory,1,4,word_3
5869,Neural_Networks,AI,2,2,word_20
579108,Genetic_Algorithms,Systems,1,0,word_332
683355,Probabilistic_Methods,Theory,1,5,word_20
59772,Neural_Networks,AI,1,1,word_133
243483,Genetic_Algorithms,Systems,1,3,word_223
126926,Probabilistic_Methods,Theory,2,0,word_62
1128314,Genetic_Algorithms,Systems,0,3,word_100
1105887,Rule_Learning,AI,0,2,word_174
1110209,Probabilistic_Methods,Theory,0,3,word_4
307656,Genetic_Algorithms,Systems,2,0,word_26
199571,Neural_Networks,AI,1,0,word_20
595193,Genetic_Algorithms,Systems,0,2,word_40
990075,Case_Based,Systems,0,1,word_65
119686,Neural_Networks,AI,2,2,word_16
1154520,Neural_Networks,AI,0,1,word_66
28504,Reinforcement_Learning,AI,6,0,word_53
1129096,Reinforcement_Learning,AI,0,2,word_40
1128369,Genetic_Algorithms,Systems,0,2,word_659
96845,Genetic_Algorithms,Systems,0,3,word_1
1110256,Theory,Theory,0,3,word_28
55403,Rule_Learning,AI,1,2,word_45
389715,Theory,Theory,2,5,word_42
1153816,Genetic_Algorithms,Systems,0,3,word_298
131317,Neural_Networks,AI,1,0,word_4
260979,Theory,Theory,1,1,word_53
264556,Neural_Networks,AI,3,0,word_115
35852,Reinforcement_Learning,AI,4,0,word_129
1119671,Neural_Networks,AI,0,1,word_57
1153853,Genetic_Algorithms,Systems,0,4,word_50
1153860,Genetic_Algorithms,Systems,0,3,word_20
1153861,Neural_Networks,AI,0,3,word_20
35863,Reinforcement_Learning,AI,3,3,word_39
1121176,Case_Based,Systems,0,1,word_5
1131301,Probabilistic_Methods,Theory,0,4,word_59
1131305,Probabilistic_Methods,Theory,0,2,word_403
1105148,Reinforcement_Learning,AI,0,3,word_10
134219,Genetic_Algorithms,Systems,4,0,word_131
1131312,Probabilistic_Methods,Theory,0,4,word_57
156794,Probabilistic_Methods,Theory,1,0,word_42
1153896,Genetic_Algorithms,Systems,0,2,word_119
1153899,Genetic_Algorithms,Systems,0,3,word_40
167656,Theory,Theory,0,5,word_65
239829,Case_Based,Systems,0,1,word_53
231198,Neural_Networks,AI,3,1,word_20
1131334,Probabilistic_Methods,Theory,0,3,word_157
1131335,Probabilistic_Methods,Theory,0,2,word_1
142268,Probabilistic_Methods,Theory,3,3,word_5
504,Probabilistic_Methods,Theory,4,0,word_3
506,Probabilistic_Methods,Theory,3,2,word_5
654326,Genetic_Algorithms,Systems,2,2,word_3
1116044,Probabilistic_Methods,Theory,0,2,word_5
1131359,Genetic_Algorithms,Systems,0,2,word_49
643485,Probabilistic_Methods,Theory,1,3,word_173
654339,Genetic_Algorithms,Systems,2,1,word_20
1107319,Theory,Theory,0,3,word_201
132821,Theory,Theory,1,0,word_11
360028,Theory,Theory,1,0,word_206
214472,Reinforcement_Learning,AI,0,3,word_40
646334,Probabilistic_Methods,Theory,1,3,word_125
1107325,Case_Based,Systems,0,1,word_65
166989,Theory,Theory,3,0,word_133
1111788,Theory,Theory,0,3,word_66
151708,Neural_Networks,AI,1,1,word_45
118259,Reinforcement_Learning,AI,2,1,word_99
32260,Theory,Theory,2,2,word_15
137130,Probabilistic_Methods,Theory,2,1,word_19
92589,Probabilistic_Methods,Theory,3,0,word_20
118260,Reinforcement_Learning,AI,1,3,word_3
124828,Neural_Networks,AI,1,1,word_20
141596,Neural_Networks,AI,1,0,word_104
197452,Neural_Networks,AI,2,2,word_191
646357,Probabilistic_Methods,Theory,1,3,word_4
1153106,Neural_Networks,AI,0,1,word_381
30817,Neural_Networks,AI,4,0,word_20
642798,Probabilistic_Methods,Theory,2,1,word_100
1130676,Neural_Networks,AI,0,4,word_1175
1107355,Reinforcement_Learning,AI,0,4,word_67
1118209,Theory,Theory,0,3,word_57
987188,Neural_Networks,AI,0,4,word_20
87417,Genetic_Algorithms,Systems,5,3,word_66
23545,Theory,Theory,0,1,word_82
23546,Rule_Learning,AI,1,1,word_208
1113926,Neural_Networks,AI,0,2,word_3
94713,Probabilistic_Methods,Theory,0,5,word_20
1107367,Case_Based,Systems,0,3,word_2
987197,Theory,Theory,0,1,word_90
521183,Case_Based,Systems,3,0,word_5
1114664,Case_Based,Systems,0,2,word_1076
69296,Genetic_Algorithms,Systems,1,4,word_90
51180,Theory,Theory,4,3,word_58
1132815,Neural_Networks,AI,0,2,word_20
1107385,Neural_Networks,AI,0,1,word_136
100197,Neural_Networks,AI,3,1,word_20
520471,Rule_Learning,AI,1,1,word_51
215912,Neural_Networks,AI,1,2,word_16
61312,Genetic_Algorithms,Systems,1,0,word_100
1129106,Case_Based,Systems,0,1,word_5
43186,Neural_Networks,AI,3,0,word_7
1129111,Neural_Networks,AI,0,2,word_147
41732,Reinforcement_Learning,AI,0,1,word_20
22869,Case_Based,Systems,1,1,word_5
9513,Theory,Theory,1,5,word_648
9515,Theory,Theory,3,2,word_94
119712,Genetic_Algorithms,Systems,1,0,word_496
270456,Neural_Networks,AI,2,0,word_13
5959,Case_Based,Systems,4,1,word_157
576362,Genetic_Algorithms,Systems,3,0,word_141
1153183,Theory,Theory,0,2,word_90
22874,Case_Based,Systems,1,2,word_41
22875,Case_Based,Systems,3,0,word_5
22876,Case_Based,Systems,0,4,word_5
594511,Genetic_Algorithms,Systems,2,0,word_123
22883,Theory,Theory,1,3,word_26
238401,Theory,Theory,1,0,word_27
1136449,Neural_Networks,AI,0,2,word_76
714208,Probabilistic_Methods,Theory,1,1,word_619
135798,Case_Based,Systems,1,0,word_13
1152490,Neural_Networks,AI,0,3,word_20
1109566,Theory,Theory,0,1,word_3
1103038,Case_Based,Systems,0,4,word_40
177115,Case_Based,Systems,1,0,word_41
523394,Probabilistic_Methods,Theory,1,4,word_239
1128453,Genetic_Algorithms,Systems,0,4,word_26
1109581,Probabilistic_Methods,Theory,0,5,word_42
101660,Rule_Learning,AI,1,1,word_40
101662,Theory,Theory,1,2,word_185
9581,Probabilistic_Methods,Theory,2,1,word_28
9586,Genetic_Algorithms,Systems,2,3,word_549
1135750,Neural_Networks,AI,0,3,word_64
51934,Neural_Networks,AI,1,0,word_20
762980,Neural_Networks,AI,2,1,word_98
1153900,Genetic_Algorithms,Systems,0,2,word_458
593859,Genetic_Algorithms,Systems,0,4,word_66
714256,Probabilistic_Methods,Theory,5,1,word_40
8874,Genetic_Algorithms,Systems,7,0,word_36
25794,Neural_Networks,AI,1,1,word_68
75121,Case_Based,Systems,4,2,word_815
28632,Theory,Theory,1,1,word_113
1153922,Neural_Networks,AI,0,2,word_20
1119742,Probabilistic_Methods,Theory,0,1,word_20
63549,Neural_Networks,AI,1,2,word_65
1102364,Probabilistic_Methods,Theory,0,2,word_5
28640,Theory,Theory,2,1,word_53
28641,Theory,Theory,0,4,word_53
292277,Genetic_Algorithms,Systems,1,0,word_90
606479,Genetic_Algorithms,Systems,1,2,word_19
1153942,Genetic_Algorithms,Systems,0,2,word_3
1153945,Genetic_Algorithms,Systems,0,2,word_141
194609,Neural_Networks,AI,7,0,word_20
90470,Probabilistic_Methods,Theory,2,1,word_3
820662,Theory,Theory,0,2,word_64
1105231,Genetic_Algorithms,Systems,0,2,word_42
54844,Theory,Theory,1,1,word_94
684972,Probabilistic_Methods,Theory,1,2,word_17
134314,Probabilistic_Methods,Theory,2,0,word_52
735303,Genetic_Algorithms,Systems,1,2,word_35
195361,Reinforcement_Learning,AI,1,1,word_15
1120563,Case_Based,Systems,0,5,word_40
47570,Case_Based,Systems,1,1,word_28
684986,Neural_Networks,AI,2,1,word_13
735311,Neural_Networks,AI,0,1,word_100
187354,Rule_Learning,AI,3,2,word_262
1132157,Probabilistic_Methods,Theory,0,2,word_128
58436,Case_Based,Systems,2,0,word_188
278403,Neural_Networks,AI,1,0,word_20
58453,Genetic_Algorithms,Systems,1,0,word_9
58454,Case_Based,Systems,2,1,word_5
206524,Rule_Learning,AI,1,1,word_396
593104,Genetic_Algorithms,Systems,3,0,word_64
46887,Neural_Networks,AI,5,0,word_129
1131471,Case_Based,Systems,0,3,word_45
643597,Probabilistic_Methods,Theory,0,2,word_4
1107418,Genetic_Algorithms,Systems,0,3,word_68
1129994,Probabilistic_Methods,Theory,0,5,word_9
573535,Theory,Theory,1,2,word_62
1119004,Neural_Networks,AI,0,1,word_2
1134320,Probabilistic_Methods,Theory,0,2,word_140
1116181,Theory,Theory,0,1,word_42
1108167,Theory,Theory,0,5,word_196
1108169,Neural_Networks,AI,0,3,word_20
7430,Reinforcement_Learning,AI,2,4,word_379
521251,Case_Based,Systems,1,3,word_5
593155,Genetic_Algorithms,Systems,1,1,word_7
642894,Probabilistic_Methods,Theory,13,1,word_59
1108175,Neural_Networks,AI,0,2,word_4
1059953,Theory,Theory,0,2,word_53
521269,Case_Based,Systems,1,2,word_135
1118302,Rule_Learning,AI,0,2,word_4
1130780,Probabilistic_Methods,Theory,0,3,word_21
1134346,Probabilistic_Methods,Theory,0,2,word_103
1134348,Probabilistic_Methods,Theory,0,2,word_134
1135082,Neural_Networks,AI,0,3,word_155
124952,Probabilistic_Methods,Theory,5,0,word_20
240791,Genetic_Algorithms,Systems,4,3,word_20
189571,Probabilistic_Methods,Theory,4,3,word_245
189572,Probabilistic_Methods,Theory,1,3,word_245
1126350,Theory,Theory,0,2,word_490
189574,Probabilistic_Methods,Theory,1,1,word_20
177993,Genetic_Algorithms,Systems,1,1,word_20
27230,Rule_Learning,AI,1,3,word_123
1119078,Theory,Theory,0,3,word_6
128540,Genetic_Algorithms,Systems,1,4,word_39
308529,Reinforcement_Learning,AI,0,4,word_39
54131,Genetic_Algorithms,Systems,11,4,word_42
75983,Neural_Networks,AI,2,0,word_20
15670,Genetic_Algorithms,Systems,1,1,word_20
33818,Neural_Networks,AI,5,5,word_2
95594,Reinforcement_Learning,AI,3,0,word_42
6782,Theory,Theory,2,0,word_40
33823,Neural_Networks,AI,5,0,word_100
25805,Theory,Theory,4,4,word_48
1153287,Reinforcement_Learning,AI,0,4,word_379
596075,Case_Based,Systems,0,1,word_5
18532,Neural_Networks,AI,1,1,word_58
18536,Neural_Networks,AI,3,0,word_4
739707,Neural_Networks,AI,1,1,word_27
17811,Genetic_Algorithms,Systems,2,0,word_27
503871,Genetic_Algorithms,Systems,0,3,word_20
1128531,Rule_Learning,AI,0,3,word_3
594649,Genetic_Algorithms,Systems,0,4,word_64
1128536,Theory,Theory,0,2,word_212
1102400,Theory,Theory,0,3,word_156
593921,Genetic_Algorithms,Systems,0,3,word_64
486840,Genetic_Algorithms,Systems,2,2,word_212
1127810,Neural_Networks,AI,0,1,word_20
503893,Genetic_Algorithms,Systems,3,2,word_98
399370,Neural_Networks,AI,1,4,word_20
387795,Genetic_Algorithms,Systems,1,4,word_141
220420,Genetic_Algorithms,Systems,1,0,word_100
593942,Genetic_Algorithms,Systems,2,5,word_159
8961,Reinforcement_Learning,AI,2,0,word_42
645016,Probabilistic_Methods,Theory,1,4,word_4
481073,Reinforcement_Learning,AI,0,1,word_39
11337,Theory,Theory,1,0,word_26
578650,Genetic_Algorithms,Systems,3,0,word_40
1127851,Rule_Learning,AI,0,5,word_79
124224,Neural_Networks,AI,2,1,word_126
37483,Case_Based,Systems,5,1,word_55
578669,Genetic_Algorithms,Systems,2,1,word_90
1127863,Rule_Learning,AI,0,2,word_285
1135894,Neural_Networks,AI,0,3,word_625
645046,Probabilistic_Methods,Theory,3,1,word_59
22229,Genetic_Algorithms,Systems,11,2,word_7
149669,Probabilistic_Methods,Theory,1,4,word_5
365294,Reinforcement_Learning,AI,1,1,word_53
169279,Neural_Networks,AI,2,2,word_368
1138755,Neural_Networks,AI,0,1,word_100
323128,Theory,Theory,0,4,word_42
22241,Genetic_Algorithms,Systems,4,1,word_369
156977,Neural_Networks,AI,4,1,word_4
763010,Neural_Networks,AI,4,1,word_59
1120650,Rule_Learning,AI,0,3,word_417
1105344,Neural_Networks,AI,0,4,word_20
59244,Case_Based,Systems,0,2,word_55
286500,Genetic_Algorithms,Systems,0,3,word_20
567005,Neural_Networks,AI,1,2,word_20
644361,Probabilistic_Methods,Theory,1,0,word_101
644363,Probabilistic_Methods,Theory,1,0,word_83
286513,Genetic_Algorithms,Systems,2,0,word_20
459206,Genetic_Algorithms,Systems,1,0,word_19
671269,Neural_Networks,AI,5,1,word_53
1105360,Rule_Learning,AI,0,1,word_5
1112650,Probabilistic_Methods,Theory,0,1,word_5
632796,Probabilistic_Methods,Theory,1,2,word_26
47682,Neural_Networks,AI,3,0,word_26
47683,Case_Based,Systems,0,1,word_5
47684,Case_Based,Systems,0,3,word_40
4637,Theory,Theory,1,1,word_132
634902,Genetic_Algorithms,Systems,1,2,word_40
459213,Genetic_Algorithms,Systems,1,1,word_232
459214,Genetic_Algorithms,Systems,1,3,word_38
634904,Genetic_Algorithms,Systems,1,2,word_188
459216,Genetic_Algorithms,Systems,2,1,word_5
20821,Rule_Learning,AI,2,0,word_147
178718,Genetic_Algorithms,Systems,2,0,word_347
1108209,Genetic_Algorithms,Systems,0,2,word_141
1112665,Neural_Networks,AI,0,1,word_20
1104647,Genetic_Algorithms,Systems,0,5,word_20
1140289,Neural_Networks,AI,0,2,word_20
66563,Genetic_Algorithms,Systems,2,4,word_152
67292,Neural_Networks,AI,1,1,word_14
66564,Genetic_Algorithms,Systems,4,0,word_152
178727,Genetic_Algorithms,Systems,1,1,word_20
1135108,Probabilistic_Methods,Theory,0,3,word_104
593201,Genetic_Algorithms,Systems,1,0,word_20
162075,Neural_Networks,AI,3,1,word_20
593209,Genetic_Algorithms,Systems,1,0,word_91
107569,Neural_Networks,AI,2,1,word_219
1123530,Genetic_Algorithms,Systems,0,5,word_89
1135115,Neural_Networks,AI,0,2,word_601
1132285,Theory,Theory,0,1,word_587
1131557,Genetic_Algorithms,Systems,0,2,word_20
162080,Neural_Networks,AI,4,2,word_3
3932,Case_Based,Systems,1,2,word_796
593210,Genetic_Algorithms,Systems,0,5,word_20
118424,Neural_Networks,AI,1,0,word_20
1135122,Neural_Networks,AI,0,2,word_20
634938,Genetic_Algorithms,Systems,1,2,word_100
1131565,Neural_Networks,AI,0,2,word_20
20857,Rule_Learning,AI,2,1,word_42
118435,Neural_Networks,AI,1,0,word_20
118436,Neural_Networks,AI,0,4,word_20
643695,Probabilistic_Methods,Theory,2,0,word_549
1130847,Genetic_Algorithms,Systems,0,3,word_100
1111978,Probabilistic_Methods,Theory,0,2,word_4
49844,Rule_Learning,AI,1,5,word_82
49847,Rule_Learning,AI,1,4,word_99
189620,Probabilistic_Methods,Theory,2,1,word_5
189623,Probabilistic_Methods,Theory,1,0,word_3
1108267,Case_Based,Systems,0,5,word_5
1050679,Genetic_Algorithms,Systems,0,4,word_20
634975,Genetic_Algorithms,Systems,0,4,word_99
1114838,Theory,Theory,0,1,word_20
577227,Genetic_Algorithms,Systems,1,1,word_57
28026,Case_Based,Systems,2,2,word_41
601561,Rule_Learning,AI,0,3,word_26
24476,Probabilistic_Methods,Theory,3,0,word_15
1026,Genetic_Algorithms,Systems,5,0,word_98
95642,Case_Based,Systems,3,0,word_39
270600,Neural_Networks,AI,2,0,word_20
145384,Reinforcement_Learning,AI,3,0,word_93
16461,Neural_Networks,AI,1,2,word_20
35335,Neural_Networks,AI,3,1,word_100
1035,Reinforcement_Learning,AI,3,2,word_12
1114864,Case_Based,Systems,0,4,word_49
1154068,Probabilistic_Methods,Theory,0,3,word_119
449841,Rule_Learning,AI,1,3,word_93
1154071,Probabilistic_Methods,Theory,0,1,word_4
1106854,Neural_Networks,AI,0,1,word_90
210309,Theory,Theory,1,1,word_40
801170,Genetic_Algorithms,Systems,0,5,word_62
251756,Genetic_Algorithms,Systems,2,1,word_7
645870,Probabilistic_Methods,Theory,2,1,word_4
144679,Case_Based,Systems,1,2,word_9
1138043,Theory,Theory,0,2,word_56
86923,Neural_Networks,AI,2,2,word_1014
342802,Neural_Networks,AI,1,4,word_20
1152633,Probabilistic_Methods,Theory,0,4,word_517
711527,Theory,Theory,0,2,word_170
684372,Neural_Networks,AI,0,3,word_20
216878,Theory,Theory,3,0,word_133
62274,Theory,Theory,3,3,word_62
72406,Reinforcement_Learning,AI,1,0,word_62
101811,Theory,Theory,4,2,word_42
246618,Genetic_Algorithms,Systems,2,4,word_214
1136631,Theory,Theory,0,2,word_4
1152676,Genetic_Algorithms,Systems,0,2,word_36
235776,Theory,Theory,0,4,word_342
57119,Genetic_Algorithms,Systems,11,0,word_119
119956,Neural_Networks,AI,0,2,word_20
948147,Neural_Networks,AI,0,2,word_20
739816,Neural_Networks,AI,3,0,word_1
3222,Case_Based,Systems,6,0,word_44
1117786,Rule_Learning,AI,0,3,word_133
1110520,Neural_Networks,AI,0,2,word_678
36802,Probabilistic_Methods,Theory,6,1,word_20
3232,Theory,Theory,7,0,word_94
3237,Probabilistic_Methods,Theory,1,4,word_81
1111265,Neural_Networks,AI,0,1,word_20
695284,Theory,Theory,0,3,word_89
37541,Theory,Theory,2,2,word_58
1110546,Genetic_Algorithms,Systems,0,3,word_26
71736,Probabilistic_Methods,Theory,2,0,word_27
12155,Theory,Theory,1,1,word_480
258259,Neural_Networks,AI,1,0,word_3
1114118,Neural_Networks,AI,0,2,word_20
606647,Genetic_Algorithms,Systems,0,2,word_27
12165,Theory,Theory,2,4,word_36
1110563,Neural_Networks,AI,0,3,word_20
12169,Theory,Theory,3,0,word_16
1133004,Neural_Networks,AI,0,2,word_8
1102567,Case_Based,Systems,0,2,word_27
12195,Theory,Theory,8,3,word_281
28851,Genetic_Algorithms,Systems,3,1,word_64
644427,Probabilistic_Methods,Theory,2,0,word_26
1113438,Genetic_Algorithms,Systems,0,5,word_119
1121459,Case_Based,Systems,0,3,word_171
633585,Probabilistic_Methods,Theory,3,2,word_26
31083,Theory,Theory,2,0,word_3
6152,Reinforcement_Learning,AI,1,2,word_20
1119987,Case_Based,Systems,0,3,word_4
1114184,Neural_Networks,AI,0,1,word_133
82664,Case_Based,Systems,2,1,word_5
82666,Case_Based,Systems,3,0,word_40
672070,Neural_Networks,AI,5,2,word_20
672071,Neural_Networks,AI,4,2,word_53
632874,Probabilistic_Methods,Theory,1,2,word_104
1114192,Neural_Networks,AI,0,4,word_14
644470,Probabilistic_Methods,Theory,0,3,word_91
5462,Neural_Networks,AI,4,1,word_20
594011,Genetic_Algorithms,Systems,2,0,word_64
20924,Probabilistic_Methods,Theory,6,3,word_5
1131634,Neural_Networks,AI,0,3,word_20
1120786,Neural_Networks,AI,0,1,word_4
1112767,Neural_Networks,AI,0,2,word_476
160705,Neural_Networks,AI,0,3,word_58
1130915,Neural_Networks,AI,0,2,word_20
1116336,Probabilistic_Methods,Theory,0,2,word_40
390889,Neural_Networks,AI,0,4,word_158
57922,Theory,Theory,2,2,word_62
594039,Genetic_Algorithms,Systems,1,0,word_694
13654,Neural_Networks,AI,4,2,word_5
57932,Neural_Networks,AI,1,0,word_53
198443,Genetic_Algorithms,Systems,1,4,word_141
60159,Neural_Networks,AI,2,1,word_20
101143,Case_Based,Systems,2,3,word_1
101145,Case_Based,Systems,0,3,word_789
763181,Neural_Networks,AI,0,4,word_20
593328,Genetic_Algorithms,Systems,1,2,word_84
259772,Case_Based,Systems,1,1,word_5
189708,Probabilistic_Methods,Theory,1,1,word_5
60169,Neural_Networks,AI,1,3,word_20
24530,Reinforcement_Learning,AI,1,0,word_20
467383,Genetic_Algorithms,Systems,2,0,word_54
20972,Reinforcement_Learning,AI,1,2,word_40
13686,Neural_Networks,AI,4,4,word_20
152731,Neural_Networks,AI,2,2,word_20
118558,Reinforcement_Learning,AI,0,1,word_53
118559,Reinforcement_Learning,AI,2,1,word_20
1154123,Neural_Networks,AI,0,5,word_134
1154124,Neural_Networks,AI,0,5,word_134
1126503,Case_Based,Systems,0,2,word_541
40583,Probabilistic_Methods,Theory,0,3,word_63
95719,Probabilistic_Methods,Theory,1,2,word_337
693143,Theory,Theory,2,2,word_126
36131,Probabilistic_Methods,Theory,3,0,word_1
1123689,Probabilistic_Methods,Theory,0,2,word_20
6913,Probabilistic_Methods,Theory,10,2,word_104
256106,Neural_Networks,AI,1,3,word_20
36140,Theory,Theory,12,1,word_27
1115670,Rule_Learning,AI,0,2,word_75
1108389,Probabilistic_Methods,Theory,0,5,word_20
6923,Rule_Learning,AI,6,3,word_48
6925,Neural_Networks,AI,5,2,word_129
36162,Probabilistic_Methods,Theory,7,0,word_20
62329,Genetic_Algorithms,Systems,5,1,word_20
36167,Reinforcement_Learning,AI,1,3,word_136
6941,Rule_Learning,AI,1,3,word_4
245288,Reinforcement_Learning,AI,1,0,word_13
62333,Neural_Networks,AI,0,1,word_348
189774,Probabilistic_Methods,Theory,2,3,word_42
62347,Reinforcement_Learning,AI,1,2,word_497
267003,Neural_Networks,AI,1,1,word_20
1114992,Neural_Networks,AI,0,2,word_104
1112026,Neural_Networks,AI,0,1,word_20
1119295,Rule_Learning,AI,0,3,word_90
1111304,Reinforcement_Learning,AI,0,5,word_3
964248,Probabilistic_Methods,Theory,0,3,word_59
45603,Reinforcement_Learning,AI,2,0,word_20
1109830,Neural_Networks,AI,0,2,word_20
1152761,Genetic_Algorithms,Systems,0,3,word_20
62389,Case_Based,Systems,1,1,word_42
444191,Neural_Networks,AI,2,2,word_133
263482,Rule_Learning,AI,3,0,word_40
263486,Rule_Learning,AI,1,2,word_62
263498,Genetic_Algorithms,Systems,2,2,word_13
675756,Neural_Networks,AI,2,0,word_49
1125895,Reinforcement_Learning,AI,0,2,word_136
627024,Neural_Networks,AI,1,3,word_193
12211,Theory,Theory,1,2,word_88
643069,Probabilistic_Methods,Theory,1,3,word_28
1112075,Neural_Networks,AI,0,2,word_20
884094,Probabilistic_Methods,Theory,0,3,word_136
120817,Neural_Networks,AI,2,0,word_40
18770,Probabilistic_Methods,Theory,3,0,word_20
18773,Probabilistic_Methods,Theory,2,0,word_20
173863,Probabilistic_Methods,Theory,1,1,word_20
1102625,Case_Based,Systems,0,3,word_27
63812,Case_Based,Systems,3,0,word_5
18781,Theory,Theory,3,0,word_5
18785,Probabilistic_Methods,Theory,0,1,word_5
578845,Genetic_Algorithms,Systems,4,1,word_56
68115,Case_Based,Systems,1,0,word_5
293271,Reinforcement_Learning,AI,1,1,word_40
63835,Case_Based,Systems,2,2,word_48
1919,Probabilistic_Methods,Theory,2,1,word_20
164,Theory,Theory,0,5,word_89
293285,Theory,Theory,0,2,word_27
12275,Neural_Networks,AI,0,1,word_82
1103383,Genetic_Algorithms,Systems,0,2,word_40
1114239,Genetic_Algorithms,Systems,0,2,word_9
6215,Reinforcement_Learning,AI,2,3,word_169
385067,Case_Based,Systems,1,3,word_29
1121537,Theory,Theory,0,3,word_3
1103394,Case_Based,Systems,0,4,word_5
6224,Reinforcement_Learning,AI,3,5,word_100
2663,Neural_Networks,AI,1,1,word_62
104840,Theory,Theory,0,4,word_26
632935,Probabilistic_Methods,Theory,0,1,word_133
1106236,Case_Based,Systems,0,4,word_5
375605,Genetic_Algorithms,Systems,1,0,word_141
28964,Probabilistic_Methods,Theory,2,2,word_20
308003,Rule_Learning,AI,0,2,word_118
753070,Theory,Theory,3,2,word_20
563613,Neural_Networks,AI,2,1,word_53
2695,Neural_Networks,AI,4,4,word_20
2696,Neural_Networks,AI,17,1,word_59
2698,Neural_Networks,AI,5,2,word_20
1105530,Neural_Networks,AI,0,2,word_20
1113551,Case_Based,Systems,0,2,word_94
1138968,Genetic_Algorithms,Systems,0,3,word_7
1120858,Neural_Networks,AI,0,3,word_20
40605,Probabilistic_Methods,Theory,3,3,word_62
1132443,Neural_Networks,AI,0,4,word_241
1999,Theory,Theory,5,0,word_123
33325,Theory,Theory,3,0,word_127
644577,Probabilistic_Methods,Theory,5,2,word_58
66751,Theory,Theory,5,0,word_188
1132461,Neural_Networks,AI,0,5,word_20
1115701,Probabilistic_Methods,Theory,0,5,word_20
1131741,Genetic_Algorithms,Systems,0,2,word_3
270085,Genetic_Algorithms,Systems,0,1,word_211
1131752,Genetic_Algorithms,Systems,0,2,word_114
4878,Case_Based,Systems,1,1,word_5
1123756,Genetic_Algorithms,Systems,0,4,word_20
1135345,Neural_Networks,AI,0,1,word_27
1154232,Probabilistic_Methods,Theory,0,5,word_245
1154233,Probabilistic_Methods,Theory,0,2,word_20
17363,Neural_Networks,AI,1,0,word_587
28230,Probabilistic_Methods,Theory,2,0,word_5
50838,Neural_Networks,AI,2,0,word_42
1125906,Probabilistic_Methods,Theory,0,1,word_59
32698,Probabilistic_Methods,Theory,1,4,word_100
1115790,Neural_Networks,AI,0,2,word_20
28249,Reinforcement_Learning,AI,3,0,word_11
1237,Neural_Networks,AI,4,0,word_592
684531,Neural_Networks,AI,1,0,word_20
238099,Rule_Learning,AI,1,2,word_42
131042,Neural_Networks,AI,1,3,word_11
444240,Genetic_Algorithms,Systems,0,3,word_57
27535,Probabilistic_Methods,Theory,5,2,word_87
28267,Case_Based,Systems,1,0,word_27
1120138,Neural_Networks,AI,0,5,word_26
1117920,Probabilistic_Methods,Theory,0,3,word_52
1125944,Case_Based,Systems,0,1,word_506
1118658,Theory,Theory,0,3,word_48
263553,Neural_Networks,AI,3,2,word_337
1125953,Rule_Learning,AI,0,1,word_90
114308,Reinforcement_Learning,AI,1,1,word_27
630817,Neural_Networks,AI,1,1,word_316
687401,Neural_Networks,AI,1,0,word_20
594900,Genetic_Algorithms,Systems,0,2,word_68
10174,Theory,Theory,1,0,word_360
73323,Case_Based,Systems,2,0,word_151
46431,Neural_Networks,AI,0,4,word_1
202520,Probabilistic_Methods,Theory,2,0,word_20
15987,Probabilistic_Methods,Theory,6,0,word_62
10186,Theory,Theory,1,5,word_5
294030,Probabilistic_Methods,Theory,1,5,word_5
675847,Neural_Networks,AI,1,2,word_20
190697,Genetic_Algorithms,Systems,0,5,word_20
576795,Genetic_Algorithms,Systems,1,3,word_141
1125993,Case_Based,Systems,0,1,word_90
519318,Probabilistic_Methods,Theory,1,1,word_13
1120197,Neural_Networks,AI,0,2,word_99
1152896,Case_Based,Systems,0,5,word_263
1122304,Neural_Networks,AI,0,1,word_74
2702,Neural_Networks,AI,4,0,word_180
1129572,Neural_Networks,AI,0,5,word_168
1128868,Neural_Networks,AI,0,2,word_168
633721,Probabilistic_Methods,Theory,1,3,word_152
630890,Neural_Networks,AI,1,1,word_232
1123068,Probabilistic_Methods,Theory,0,5,word_32
561568,Probabilistic_Methods,Theory,1,2,word_40
733534,Neural_Networks,AI,2,0,word_20
1102751,Theory,Theory,0,4,word_5
1114336,Case_Based,Systems,0,2,word_5
1123087,Neural_Networks,AI,0,5,word_20
6311,Theory,Theory,4,3,word_293
6318,Case_Based,Systems,4,0,word_62
7047,Reinforcement_Learning,AI,5,0,word_10
1123093,Rule_Learning,AI,0,1,word_48
1103499,Probabilistic_Methods,Theory,0,1,word_475
151430,Rule_Learning,AI,1,2,word_58
431206,Probabilistic_Methods,Theory,1,4,word_172
372862,Rule_Learning,AI,0,4,word_4
561593,Probabilistic_Methods,Theory,1,1,word_5
1106330,Case_Based,Systems,0,3,word_27
1105603,Neural_Networks,AI,0,2,word_20
1132505,Neural_Networks,AI,0,3,word_53
74821,Probabilistic_Methods,Theory,3,0,word_136
6344,Case_Based,Systems,2,0,word_5
116545,Genetic_Algorithms,Systems,6,0,word_7
733576,Neural_Networks,AI,1,0,word_20
1112911,Genetic_Algorithms,Systems,0,4,word_4
